Cust ID,Date of Application,Cust Segment, Application Credit Score ,Application Amount,Approved_vs_Declined,Decline Reason,Due Date - 1st Payment,`Due Date - 2nd Payment,Due Date - 3rd Payment,Actual Date - 1st Payment ,Actual Date - 2nd Payment,Actual Date - 3rd Payment,Paid Back or Defaulted
17487,15/03/2021,High,  657 ,83,Approved,,4/14/2021,5/14/2021,6/13/2021,4/14/2021,5/14/2021,6/13/2021,Paid Back
17488,18/03/2021,Mid,  645 ,102,Approved,,4/17/2021,5/17/2021,6/16/2021,,,,Defaulted
17489,04/03/2021,Low,  638 ,82,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17490,09/02/2021,Mid,  565 ,152,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17491,13/02/2021,Low,  615 ,87,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17492,05/02/2021,Low,  512 ,143,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17493,02/01/2021,Mid,  607 ,102,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17494,28/03/2021,Mid,  648 ,115,Approved,,4/27/2021,5/27/2021,6/26/2021,,,,Defaulted
17495,27/03/2021,Low,  645 ,99,Approved,,4/26/2021,5/26/2021,6/25/2021,4/29/2021,5/26/2021,6/25/2021,Paid Back
17496,25/01/2021,Low,  643 ,102,Approved,,2/24/2021,3/26/2021,4/25/2021,,,,Defaulted
17497,20/02/2021,High,  637 ,102,Approved,,3/22/2021,4/21/2021,5/21/2021,,,,Defaulted
17498,28/03/2021,Mid,  549 ,132,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17499,17/03/2021,Mid,  567 ,92,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17500,07/03/2021,Low,  643 ,112,Approved,,4/6/2021,5/6/2021,6/5/2021,4/12/2021,5/6/2021,6/5/2021,Paid Back
17501,27/03/2021,Low,  658 ,176,Approved,,4/26/2021,5/26/2021,6/25/2021,5/2/2021,5/26/2021,6/25/2021,Paid Back
17502,29/03/2021,Mid,  646 ,95,Approved,,4/28/2021,5/28/2021,6/27/2021,,,,Defaulted
17503,04/03/2021,Mid,  690 ,96,Approved,,4/3/2021,5/3/2021,6/2/2021,4/11/2021,5/3/2021,6/2/2021,Paid Back
17504,20/02/2021,High,  529 ,107,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17505,15/02/2021,High,  613 ,119,Approved,,3/17/2021,4/16/2021,5/16/2021,,,,Defaulted
17506,20/01/2021,High,  565 ,108,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17507,20/02/2021,High,  609 ,136,Approved,,3/22/2021,4/21/2021,5/21/2021,,,,Defaulted
17508,21/02/2021,Mid,  571 ,53,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17509,24/01/2021,Low,  641 ,117,Approved,,2/23/2021,3/25/2021,4/24/2021,,,,Defaulted
17510,07/02/2021,Mid,  597 ,108,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17511,08/02/2021,Mid,  585 ,85,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17512,21/02/2021,Low,  568 ,109,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17513,07/02/2021,Low,  618 ,123,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17514,02/01/2021,Low,  633 ,109,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17515,21/03/2021,Mid,  669 ,134,Approved,,4/20/2021,5/20/2021,6/19/2021,4/21/2021,5/20/2021,6/19/2021,Paid Back
17516,30/01/2021,Low,  618 ,134,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17517,25/03/2021,Low,  633 ,111,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17518,10/02/2021,Mid,  603 ,150,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17519,17/03/2021,Low,  589 ,81,Approved,,4/16/2021,5/16/2021,6/15/2021,,,,Defaulted
17520,10/03/2021,Low,  653 ,168,Approved,,4/9/2021,5/9/2021,6/8/2021,4/15/2021,5/9/2021,6/8/2021,Paid Back
17521,24/03/2021,Mid,  644 ,73,Approved,,4/23/2021,5/23/2021,6/22/2021,5/3/2021,5/23/2021,6/22/2021,Paid Back
17522,05/02/2021,Mid,  536 ,87,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17523,19/03/2021,Low,  611 ,136,Approved,,4/18/2021,5/18/2021,6/17/2021,,,,Defaulted
17524,02/01/2021,Low,  663 ,78,Approved,,2/1/2021,3/3/2021,4/2/2021,2/8/2021,3/3/2021,4/2/2021,Paid Back
17525,04/02/2021,Mid,  597 ,130,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17526,19/01/2021,Low,  632 ,79,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17527,04/03/2021,Low,  626 ,98,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17528,01/03/2021,Mid,  577 ,74,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17529,23/02/2021,Low,  649 ,43,Approved,,3/25/2021,4/24/2021,5/24/2021,3/30/2021,4/24/2021,5/24/2021,Paid Back
17530,22/03/2021,Mid,  681 ,113,Approved,,4/21/2021,5/21/2021,6/20/2021,4/27/2021,5/21/2021,6/20/2021,Paid Back
17531,25/03/2021,Low,  703 ,70,Approved,,4/24/2021,5/24/2021,6/23/2021,,,,Defaulted
17532,16/02/2021,Low,  612 ,63,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17533,19/03/2021,Low,  644 ,102,Approved,,4/18/2021,5/18/2021,6/17/2021,4/28/2021,5/18/2021,6/17/2021,Paid Back
17534,22/02/2021,High,  631 ,115,Approved,,3/24/2021,4/23/2021,5/23/2021,,,,Defaulted
17535,02/02/2021,Mid,  635 ,68,Approved,,3/4/2021,4/3/2021,5/3/2021,3/19/2021,4/3/2021,5/3/2021,Paid Back
17536,19/03/2021,Mid,  617 ,112,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17537,03/02/2021,Low,  527 ,86,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17538,17/01/2021,High,  611 ,114,Approved,,2/16/2021,3/18/2021,4/17/2021,,,,Defaulted
17539,27/02/2021,Mid,  653 ,134,Approved,,3/29/2021,4/28/2021,5/28/2021,,,,Defaulted
17540,04/01/2021,Low,  658 ,152,Approved,,2/3/2021,3/5/2021,4/4/2021,2/5/2021,3/5/2021,4/4/2021,Paid Back
17541,03/03/2021,High,  592 ,134,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17542,26/02/2021,Low,  615 ,77,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17543,28/02/2021,High,  567 ,78,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17544,17/03/2021,Low,  626 ,69,Approved,,4/16/2021,5/16/2021,6/15/2021,4/30/2021,5/16/2021,6/15/2021,Paid Back
17545,29/03/2021,Low,  641 ,119,Approved,,4/28/2021,5/28/2021,6/27/2021,5/5/2021,5/28/2021,6/27/2021,Paid Back
17546,26/03/2021,Mid,  561 ,104,Approved,,4/25/2021,5/25/2021,6/24/2021,,,,Defaulted
17547,16/02/2021,High,  692 ,52,Approved,,3/18/2021,4/17/2021,5/17/2021,3/18/2021,4/17/2021,5/17/2021,Paid Back
17548,17/03/2021,High,  663 ,76,Approved,,4/16/2021,5/16/2021,6/15/2021,,,,Defaulted
17549,24/02/2021,Mid,  605 ,114,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17550,13/03/2021,Low,  707 ,153,Approved,,4/12/2021,5/12/2021,6/11/2021,4/15/2021,5/12/2021,6/11/2021,Paid Back
17551,09/03/2021,Low,  670 ,93,Approved,,4/8/2021,5/8/2021,6/7/2021,4/9/2021,5/8/2021,6/7/2021,Paid Back
17552,08/01/2021,Mid,  687 ,163,Approved,,2/7/2021,3/9/2021,4/8/2021,,,,Defaulted
17553,11/02/2021,Low,  611 ,83,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17554,26/03/2021,Mid,  674 ,137,Approved,,4/25/2021,5/25/2021,6/24/2021,,,,Defaulted
17555,18/01/2021,Mid,  574 ,137,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17556,22/02/2021,Low,  665 ,94,Approved,,3/24/2021,4/23/2021,5/23/2021,,,,Defaulted
17557,15/03/2021,Mid,  638 ,88,Approved,,4/14/2021,5/14/2021,6/13/2021,,,,Defaulted
17558,22/02/2021,Low,  684 ,106,Approved,,3/24/2021,4/23/2021,5/23/2021,,,,Defaulted
17559,28/02/2021,Mid,  638 ,113,Approved,,3/30/2021,4/29/2021,5/29/2021,,,,Defaulted
17560,17/01/2021,Low,  590 ,87,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17561,17/01/2021,Mid,  601 ,107,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17562,17/03/2021,Mid,  544 ,155,Approved,,4/16/2021,5/16/2021,6/15/2021,,,,Defaulted
17563,27/02/2021,Mid,  597 ,86,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17564,09/02/2021,Mid,  630 ,123,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
17565,13/03/2021,Low,  625 ,165,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17566,20/03/2021,Low,  641 ,109,Approved,,4/19/2021,5/19/2021,6/18/2021,4/21/2021,5/19/2021,6/18/2021,Paid Back
17567,27/02/2021,Low,  597 ,128,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17568,10/03/2021,Mid,  589 ,130,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17569,10/01/2021,High,  614 ,123,Approved,,2/9/2021,3/11/2021,4/10/2021,2/21/2021,3/11/2021,4/10/2021,Paid Back
17570,04/02/2021,Mid,  649 ,92,Approved,,3/6/2021,4/5/2021,5/5/2021,3/14/2021,4/5/2021,5/5/2021,Paid Back
17571,28/02/2021,Low,  675 ,129,Approved,,3/30/2021,4/29/2021,5/29/2021,4/3/2021,4/29/2021,5/29/2021,Paid Back
17572,18/03/2021,High,  565 ,65,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17573,06/02/2021,High,  662 ,105,Approved,,3/8/2021,4/7/2021,5/7/2021,,,,Defaulted
17574,15/03/2021,Mid,  560 ,118,Approved,,4/14/2021,5/14/2021,6/13/2021,,,,Defaulted
17575,06/03/2021,High,  634 ,131,Approved,,4/5/2021,5/5/2021,6/4/2021,4/9/2021,5/5/2021,6/4/2021,Paid Back
17576,17/02/2021,Mid,  625 ,54,Approved,,3/19/2021,4/18/2021,5/18/2021,4/19/2021,4/18/2021,5/18/2021,Paid Back
17577,04/02/2021,Low,  656 ,148,Approved,,3/6/2021,4/5/2021,5/5/2021,,,,Defaulted
17578,21/01/2021,High,  530 ,81,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17579,06/02/2021,Mid,  569 ,104,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17580,02/04/2021,Low,  586 ,112,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17581,15/03/2021,High,  610 ,84,Approved,,4/14/2021,5/14/2021,6/13/2021,,,,Defaulted
17582,22/02/2021,Low,  664 ,95,Approved,,3/24/2021,4/23/2021,5/23/2021,3/30/2021,4/23/2021,5/23/2021,Paid Back
17583,14/03/2021,High,  572 ,135,Approved,,4/13/2021,5/13/2021,6/12/2021,,,,Defaulted
17584,05/01/2021,Mid,  616 ,120,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17585,02/03/2021,Mid,  618 ,85,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17586,05/02/2021,Low,  567 ,139,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17587,16/03/2021,Low,  654 ,131,Approved,,4/15/2021,5/15/2021,6/14/2021,4/20/2021,5/15/2021,6/14/2021,Paid Back
17588,18/03/2021,Low,  647 ,89,Approved,,4/17/2021,5/17/2021,6/16/2021,4/27/2021,5/17/2021,6/16/2021,Paid Back
17589,31/03/2021,Mid,  651 ,56,Approved,,4/30/2021,5/30/2021,6/29/2021,5/5/2021,5/30/2021,6/29/2021,Paid Back
17590,15/02/2021,Low,  619 ,127,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17591,20/03/2021,Mid,  577 ,80,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17592,28/03/2021,Mid,  654 ,73,Approved,,4/27/2021,5/27/2021,6/26/2021,4/30/2021,5/27/2021,6/26/2021,Paid Back
17593,26/03/2021,High,  665 ,112,Approved,,4/25/2021,5/25/2021,6/24/2021,5/1/2021,5/25/2021,6/24/2021,Paid Back
17594,19/02/2021,Mid,  641 ,111,Approved,,3/21/2021,4/20/2021,5/20/2021,,,,Defaulted
17595,05/01/2021,Mid,  591 ,36,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17596,16/02/2021,High,  667 ,102,Approved,,3/18/2021,4/17/2021,5/17/2021,,,,Defaulted
17597,13/03/2021,Mid,  636 ,84,Approved,,4/12/2021,5/12/2021,6/11/2021,,,,Defaulted
17598,09/01/2021,Mid,  588 ,94,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17599,07/01/2021,High,  590 ,149,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17600,13/01/2021,Mid,  646 ,95,Approved,,2/12/2021,3/14/2021,4/13/2021,,,,Defaulted
17601,25/03/2021,Mid,  564 ,78,Approved,,4/24/2021,5/24/2021,6/23/2021,6/20/2021,5/24/2021,6/23/2021,Paid Back
17602,06/03/2021,Low,  655 ,116,Approved,,4/5/2021,5/5/2021,6/4/2021,4/15/2021,5/5/2021,6/4/2021,Paid Back
17603,21/02/2021,Mid,  649 ,107,Approved,,3/23/2021,4/22/2021,5/22/2021,3/30/2021,4/22/2021,5/22/2021,Paid Back
17604,05/01/2021,Low,  637 ,93,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17605,14/03/2021,Low,  636 ,120,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17606,22/01/2021,High,  655 ,74,Approved,,2/21/2021,3/23/2021,4/22/2021,,,,Defaulted
17607,27/01/2021,High,  709 ,94,Approved,,2/26/2021,3/28/2021,4/27/2021,3/8/2021,3/28/2021,4/27/2021,Paid Back
17608,21/02/2021,Low,  553 ,80,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17609,31/03/2021,High,  620 ,108,Approved,,4/30/2021,5/30/2021,6/29/2021,5/31/2021,5/30/2021,6/29/2021,Paid Back
17610,03/01/2021,Low,  647 ,95,Approved,,2/2/2021,3/4/2021,4/3/2021,,,,Defaulted
17611,01/04/2021,Mid,  578 ,108,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17612,13/01/2021,Low,  595 ,72,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17613,09/02/2021,Low,  612 ,48,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17614,16/01/2021,Mid,  631 ,142,Approved,,2/15/2021,3/17/2021,4/16/2021,,,,Defaulted
17615,17/02/2021,Mid,  653 ,78,Approved,,3/19/2021,4/18/2021,5/18/2021,3/24/2021,4/18/2021,5/18/2021,Paid Back
17616,11/01/2021,Mid,  623 ,97,Approved,,2/10/2021,3/12/2021,4/11/2021,3/8/2021,3/12/2021,4/11/2021,Paid Back
17617,03/03/2021,Mid,  604 ,94,Approved,,4/2/2021,5/2/2021,6/1/2021,,,,Defaulted
17618,21/02/2021,Low,  577 ,137,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17619,17/02/2021,Low,  654 ,33,Approved,,3/19/2021,4/18/2021,5/18/2021,3/20/2021,4/18/2021,5/18/2021,Paid Back
17620,13/03/2021,Low,  622 ,82,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17621,06/02/2021,High,  554 ,89,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17622,27/03/2021,High,  637 ,83,Approved,,4/26/2021,5/26/2021,6/25/2021,,,,Defaulted
17623,07/03/2021,Mid,  642 ,73,Approved,,4/6/2021,5/6/2021,6/5/2021,4/10/2021,5/6/2021,6/5/2021,Paid Back
17624,05/01/2021,Mid,  610 ,74,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17625,22/03/2021,Mid,  612 ,114,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17626,28/02/2021,High,  604 ,116,Approved,,3/30/2021,4/29/2021,5/29/2021,4/30/2021,4/29/2021,5/29/2021,Paid Back
17627,27/01/2021,Mid,  602 ,63,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17628,31/03/2021,Low,  680 ,86,Approved,,4/30/2021,5/30/2021,6/29/2021,,,,Defaulted
17629,21/01/2021,High,  639 ,60,Approved,,2/20/2021,3/22/2021,4/21/2021,2/24/2021,3/22/2021,4/21/2021,Paid Back
17630,06/03/2021,Low,  540 ,100,Approved,,4/5/2021,5/5/2021,6/4/2021,,,,Defaulted
17631,24/02/2021,Mid,  652 ,96,Approved,,3/26/2021,4/25/2021,5/25/2021,,,,Defaulted
17632,20/01/2021,Mid,  598 ,79,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17633,22/03/2021,Mid,  607 ,97,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17634,16/01/2021,Mid,  682 ,110,Approved,,2/15/2021,3/17/2021,4/16/2021,,,,Defaulted
17635,21/03/2021,Mid,  609 ,134,Approved,,4/20/2021,5/20/2021,6/19/2021,5/24/2021,5/20/2021,6/19/2021,Paid Back
17636,02/01/2021,High,  653 ,151,Approved,,2/1/2021,3/3/2021,4/2/2021,2/9/2021,3/3/2021,4/2/2021,Paid Back
17637,15/02/2021,Low,  640 ,70,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17638,05/02/2021,Mid,  584 ,75,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17639,27/03/2021,High,  687 ,134,Approved,,4/26/2021,5/26/2021,6/25/2021,,,,Defaulted
17640,29/03/2021,Mid,  682 ,73,Approved,,4/28/2021,5/28/2021,6/27/2021,5/4/2021,5/28/2021,6/27/2021,Paid Back
17641,14/03/2021,Low,  606 ,118,Approved,,4/13/2021,5/13/2021,6/12/2021,4/18/2021,5/13/2021,6/12/2021,Paid Back
17642,13/02/2021,Mid,  578 ,136,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17643,22/01/2021,Mid,  599 ,82,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17644,16/02/2021,High,  640 ,108,Approved,,3/18/2021,4/17/2021,5/17/2021,4/7/2021,4/17/2021,5/17/2021,Paid Back
17645,28/03/2021,High,  606 ,50,Approved,,4/27/2021,5/27/2021,6/26/2021,5/22/2021,5/27/2021,6/26/2021,Paid Back
17646,24/02/2021,High,  649 ,91,Approved,,3/26/2021,4/25/2021,5/25/2021,3/31/2021,4/25/2021,5/25/2021,Paid Back
17647,07/01/2021,Mid,  639 ,94,Approved,,2/6/2021,3/8/2021,4/7/2021,,,,Defaulted
17648,18/03/2021,Mid,  631 ,77,Approved,,4/17/2021,5/17/2021,6/16/2021,,,,Defaulted
17649,10/02/2021,Mid,  589 ,96,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17650,24/03/2021,High,  508 ,58,Approved,,4/23/2021,5/23/2021,6/22/2021,,,,Defaulted
17651,03/03/2021,High,  600 ,105,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17652,19/02/2021,High,  596 ,190,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17653,07/02/2021,Mid,  683 ,65,Approved,,3/9/2021,4/8/2021,5/8/2021,,,,Defaulted
17654,18/02/2021,Low,  585 ,145,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17655,01/02/2021,Low,  551 ,116,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17656,17/01/2021,Low,  590 ,60,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17657,31/03/2021,Low,  617 ,122,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17658,09/02/2021,High,  599 ,78,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17659,03/01/2021,Mid,  596 ,106,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17660,15/02/2021,Mid,  658 ,111,Approved,,3/17/2021,4/16/2021,5/16/2021,,,,Defaulted
17661,29/03/2021,Mid,  664 ,65,Approved,,4/28/2021,5/28/2021,6/27/2021,,,,Defaulted
17662,28/02/2021,Mid,  605 ,54,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17663,11/03/2021,High,  550 ,110,Approved,,4/10/2021,5/10/2021,6/9/2021,,,,Defaulted
17664,02/02/2021,High,  660 ,127,Approved,,3/4/2021,4/3/2021,5/3/2021,3/4/2021,4/3/2021,5/3/2021,Paid Back
17665,14/03/2021,Mid,  606 ,142,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17666,05/03/2021,High,  603 ,178,Approved,,4/4/2021,5/4/2021,6/3/2021,5/8/2021,5/4/2021,6/3/2021,Paid Back
17667,17/03/2021,Mid,  665 ,105,Approved,,4/16/2021,5/16/2021,6/15/2021,,,,Defaulted
17668,04/01/2021,Low,  661 ,56,Approved,,2/3/2021,3/5/2021,4/4/2021,2/7/2021,3/5/2021,4/4/2021,Paid Back
17669,02/03/2021,Mid,  587 ,89,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17670,16/02/2021,Low,  600 ,99,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17671,17/03/2021,Mid,  608 ,78,Approved,,4/16/2021,5/16/2021,6/15/2021,4/17/2021,5/16/2021,6/15/2021,Paid Back
17672,14/02/2021,Low,  694 ,74,Approved,,3/16/2021,4/15/2021,5/15/2021,3/25/2021,4/15/2021,5/15/2021,Paid Back
17673,02/01/2021,Mid,  613 ,114,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17674,09/02/2021,Mid,  627 ,134,Approved,,3/11/2021,4/10/2021,5/10/2021,3/25/2021,4/10/2021,5/10/2021,Paid Back
17675,10/03/2021,Low,  639 ,108,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17676,28/02/2021,Mid,  544 ,50,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17677,13/01/2021,Mid,  611 ,147,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17678,22/01/2021,Mid,  666 ,167,Approved,,2/21/2021,3/23/2021,4/22/2021,3/2/2021,3/23/2021,4/22/2021,Paid Back
17679,10/03/2021,High,  554 ,83,Approved,,4/9/2021,5/9/2021,6/8/2021,,,,Defaulted
17680,15/02/2021,Mid,  631 ,126,Approved,,3/17/2021,4/16/2021,5/16/2021,3/22/2021,4/16/2021,5/16/2021,Paid Back
17681,12/02/2021,High,  590 ,129,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17682,16/03/2021,Mid,  599 ,111,Approved,,4/15/2021,5/15/2021,6/14/2021,6/30/2021,5/15/2021,6/14/2021,Paid Back
17683,05/02/2021,Low,  645 ,62,Approved,,3/7/2021,4/6/2021,5/6/2021,3/14/2021,4/6/2021,5/6/2021,Paid Back
17684,04/03/2021,High,  632 ,95,Approved,,4/3/2021,5/3/2021,6/2/2021,4/12/2021,5/3/2021,6/2/2021,Paid Back
17685,05/02/2021,Low,  631 ,118,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17686,11/03/2021,High,  626 ,73,Approved,,4/10/2021,5/10/2021,6/9/2021,4/15/2021,5/10/2021,6/9/2021,Paid Back
17687,28/03/2021,Low,  626 ,124,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
